"","PROPERTY.GROUP","last_violation","gap","n_serious_violations_year","n_evictions","last_year_serious","n_serious_violations","ID","VIOLATION.LAST.MODIFIED.DATE","VIOLATION.DATE","VIOLATION.CODE","VIOLATION.STATUS","VIOLATION.STATUS.DATE","VIOLATION.DESCRIPTION","VIOLATION.LOCATION","VIOLATION.INSPECTOR.COMMENTS","VIOLATION.ORDINANCE","INSPECTOR.ID","INSPECTION.NUMBER","INSPECTION.STATUS","INSPECTION.WAIVED","INSPECTION.CATEGORY","DEPARTMENT.BUREAU","ADDRESS","STREET.NUMBER","STREET.DIRECTION","STREET.NAME","STREET.TYPE","SSA","LATITUDE","LONGITUDE","LOCATION","street","serious","violation_year"
"1896",264068,"2021-09-20",NA,8,23,"2021-09-20",26,2453698,"2008-10-31","2008-02-01","CN106015","COMPLIED","2008-08-04","REPAIR INTERIOR STAIR SYSTEM",NA,"3422 A FRONT/FRONT INTERIOR STAIRS LOOSE TREADS STRINGER DISCONNECTING FROM WALL","Failed to maintain interior stairway system in safe condition and sound repair. (13-196-570)","BL00831",2254717,"CLOSED","N","COMPLAINT","CONSERVATION","3422 W DOUGLAS BLVD",3422,"W","DOUGLAS","BLVD",NA,41.863005289,-87.711398882,"(41.86300528891408, -87.71139888194294)","W DOUGLAS BLVD","Y",2008
"1897",264112,"2022-06-29",NA,4,9,"2022-06-29",11,1255836,"2006-04-01","2006-02-08","CN062024","COMPLIED","2006-03-24","PARAPET",NA,"PARAPET WALL OPEN MORTAR.","Failed to maintain parapet wall in good repair and free from cracks and defects.  (13-196-530 and 13-196-641)","BL00951",1316661,"CLOSED","N","COMPLAINT","CONSERVATION","1215 S HOMAN AVE",1215,"S","HOMAN","AVE",NA,41.865890475,-87.710381609,"(41.86589047502778, -87.71038160884746)","S HOMAN AVE","Y",2006
"1898",264219,"2022-01-29",NA,4,7,"2022-01-29",22,2323427,"2007-12-17","2007-11-29","CN104015","OPEN",NA,"REPLCE WINDOW PANES, PLEXGLAS",NA,"EAST AT 1318 FLOORS (2)(3)BROKEN PANES AREAWAY FROM TO 3 BROKEN, LOOSE AND MISSING GLASS BLOCK FOR GAS METER READINGS","Replace broken, missing or defective window panes. (13-196-550 A)","BL01002",2038400,"FAILED","N","COMPLAINT","CONSERVATION","1316 S SAWYER AVE",1316,"S","SAWYER","AVE",NA,41.863992036,-87.706964322,"(41.86399203642147, -87.70696432170254)","S SAWYER AVE","Y",2007
"1899",264320,"2023-03-10",NA,4,0,"2023-03-10",8,4209727,"2012-12-10","2012-05-31","CN070014","COMPLIED","2012-11-27","REPAIR EXTERIOR STAIR",NA,"FRONT STEPS- FRACTURED AND ERODED CONCRETE","Failed to maintain exterior stairways in safe condition and in sound repair.  (13-196-570, 13-196-641)","BL00331",10659318,"PASSED","N","COMPLAINT","SPECIAL TASK FORCE","1547 S ST LOUIS AVE",1547,"S","ST LOUIS","AVE",NA,41.859435023,-87.712637013,"(41.859435022631494, -87.71263701285385)","S ST LOUIS AVE","Y",2012
"1900",264362,"2021-09-10",NA,7,10,"2021-09-10",46,3952652,"2013-10-22","2011-08-22","CN104015","COMPLIED","2013-08-02","REPLCE WINDOW PANES, PLEXGLAS","EXTERIOR:W   :","1ST FLOOR AT REAR WINDOWS ARE BOARDED.","Replace broken, missing or defective window panes. (13-196-550 A)","BL00942",10325095,"FAILED","N","COMPLAINT","CONSERVATION","1530 S TRUMBULL AVE",1530,"S","TRUMBULL","AVE",NA,41.859898325,-87.711722819,"(41.859898325014925, -87.71172281932877)","S TRUMBULL AVE","Y",2011
"1901",264400,"2023-09-22",NA,4,15,"2023-09-22",25,1447376,"2010-09-27","2006-04-19","CN103015","COMPLIED","2007-01-30","REPAIR FLOOR",NA,"1ST FRONT BOARDS UNLEVEL LOOSE TILES","Failed to maintain floor free from holes and wide cracks and free from loose, warped, protruding or rotting floor boards.  (13-196-540(a) and (b))","BL00951",1496172,"PASSED","N","COMPLAINT","CONSERVATION","3548 W 15TH ST",3548,"W","15TH","ST",NA,41.86091941,-87.714743847,"(41.86091940986112, -87.71474384709093)","W 15TH ST","Y",2006
"1902",264866,"2023-11-24",NA,4,1,"2023-11-24",8,4788528,"2014-07-10","2014-07-10","CN070024","OPEN",NA,"REPAIR PORCH SYSTEM","OTHER   :    :","EAST PORCH; HAND RAILS LOOSE,STRINGER WOOD SPLIT,PICKETS MISSING,REPLACE 4X4S WITH 6X6S,GUARD RAIL WALL SUPPORTS PULLING AWAY,TREAD WINDER WEAK [SUBMIT PERMITS FOR REPAIRS].","Failed to repair or replace defective or missing members of porch system.  (13-196-570, 13-196-641)","BL00444",11277713,"FAILED","N","COMPLAINT","CONSERVATION","1443 S AVERS AVE",1443,"S","AVERS","AVE",NA,41.861285513,-87.721225206,"(41.861285512943, -87.72122520572707)","S AVERS AVE","Y",2014
"1903",264877,"2023-06-06",NA,6,14,"2023-06-06",21,4013978,"2011-10-26","2011-10-26","CN105045","OPEN",NA,"INSTALL DEAD BOLT LOCK","OTHER   :    :","ENTRANCE DOOR BROKEN DEADBOLT LOCK","Failed to install dead bolt lock, with at least one inch saw resistant bolt projection or with rim mounted deadbolt or vertical drop-bolt lock of equivalent security, at the entrance door of a dwelling unit.  (13-164-030)","BL00812",10360796,"FAILED","N","COMPLAINT","CONSERVATION","1244 S AVERS AVE",1244,"S","AVERS","AVE",NA,41.864832795,-87.721620979,"(41.864832794701606, -87.72162097902829)","S AVERS AVE","Y",2011
"1904",264933,"2021-11-24",NA,5,3,"2021-11-24",13,1268931,"2006-05-05","2006-02-06","PL154027","COMPLIED","2006-04-27","SUPPLY HOT WTR MIN TEMP 120DEG",NA,NA,"Supply adequate hot water with minimum temperature of 120 degrees F. (13-196-430)","BL00812",1399259,"FAILED","N","COMPLAINT","CONSERVATION","1336 S MILLARD AVE",1336,"S","MILLARD","AVE",NA,41.863278221,-87.716697324,"(41.86327822077306, -87.7166973243792)","S MILLARD AVE","Y",2006
"1905",265019,"2023-08-18",NA,4,1,"2023-08-18",12,4448107,"2013-04-25","2013-04-25","CN070014","OPEN",NA,"REPAIR EXTERIOR STAIR","EXTERIOR:E   :","EAST ELEVATION FRONT STAIRS GUARD AND HANDRAILS HAVE LADDER TYPE DESIGN.","Failed to maintain exterior stairways in safe condition and in sound repair.  (13-196-570, 13-196-641)","BL00722",10940412,"FAILED","N","COMPLAINT","CONSERVATION","1512 S HARDING AVE",1512,"S","HARDING","AVE",NA,41.860271351,-87.723928016,"(41.86027135084478, -87.72392801580078)","S HARDING AVE","Y",2013
"1906",265033,"2023-10-18",NA,4,0,"2023-10-18",9,1535561,"2006-08-04","2006-07-25","CN070024","OPEN",NA,"REPAIR PORCH SYSTEM",NA,"SR06-01317843 PORCH A CRACK COLUMNS, LOOSE GUARDRAILS BEAMS OPEN AT FIRE CUT, (B) ROTTED DECKING BOARDS, CRACK COLUMNS, BEAMS OPEN AT FIRE CUT, CRACKS TREADS BROKEN GUARDRAILS, CRACK RISERS, ALL STAIRS SYSTEM SLAKING, LOOKOUT PULLING AWAY FROM WALL, ALL 3 PORCHES (C) LOOSE GUARDRAILS, BEAMS OPEN AT FIRECUT, WARPS DECKING BOARDS, COLUMNS CRACKING TREADS CRACK, ALL PORCHES GUARDRAILS TO LOW, ROTTED BEAMS ALL LOOKOUT PULLING AWAY WITH BROKEN GUARDRAILS, LOOKOUT AT 2ND, 3RD NOT STABLE.  3RD REAR BROKEN AND MISSING PANE.","Failed to repair or replace defective or missing members of porch system.  (13-196-570, 13-196-641)","BL00812",1523126,"FAILED","N","COMPLAINT","CONSERVATION","1253 S INDEPENDENCE BLVD",1253,"S","INDEPENDENCE","BLVD",NA,41.864627927,-87.719328632,"(41.86462792717092, -87.71932863233737)","S INDEPENDENCE BLVD","Y",2006
"1907",265069,"2023-10-04",NA,5,6,"2023-10-04",17,1344190,"2006-04-10","2006-02-14","CN070014","OPEN",NA,"REPAIR EXTERIOR STAIR",NA,"FRONT BASEMENT STEP SPALLING MISSING HANDRAIL","Failed to maintain exterior stairways in safe condition and in sound repair.  (13-196-570, 13-196-641)","BL00340",1128130,"FAILED","N","COMPLAINT","CONSERVATION","1300 S LAWNDALE AVE",1300,"S","LAWNDALE","AVE",NA,41.864352973,-87.717948081,"(41.86435297342813, -87.71794808140899)","S LAWNDALE AVE","Y",2006
"1908",265070,"2022-02-16",NA,5,0,"2022-02-16",16,1947092,"2007-04-02","2007-03-19","CN070014","OPEN",NA,"REPAIR EXTERIOR STAIR",NA,"EAST ELEVATION: FRONT STAIRS ARE CRACKED, SPALLED; FRONT STAIRS LEADING TO BASEMENT ARE CRACKED; HOLE IN CEILING AT FRONT STAIRS","Failed to maintain exterior stairways in safe condition and in sound repair.  (13-196-570, 13-196-641)","BL01000",1867097,"FAILED","N","COMPLAINT","CONSERVATION","1306 S LAWNDALE AVE",1306,"S","LAWNDALE","AVE",NA,41.864171764,-87.717943055,"(41.86417176387093, -87.71794305497826)","S LAWNDALE AVE","Y",2007
"1909",265104,"2021-06-30",NA,6,6,"2021-06-30",17,3975220,"2012-04-09","2011-09-16","CN070034","COMPLIED","2012-04-09","REPLACE D&H PORCH","OTHER   :    :","SUBMIT COMPLETE PLANS AND OBTAIN PERMIT. EAST ELEVEATION 2 STORY REAR WOOD PORCH OVERALL CONDITION IS DANGEROUS AND HAZARDOUS. PORCH HAS EXCESSIVE PITCH AT NORTHEAST CORNER 6X6 COLUMN HAS DROPPED SEVERAL INCHES, FOUNDATION STATUS IS UNKNOWN. 6X6 COLUMN AT SOUTHEAST CORNER IS OUT OF PLUM AND TWISTED AT TOP CONNECTION TO ROOF. ONLY 3'' OF 6X6 IS SUPPORTING ROOF. THERE IS EXTENSIVE ROTTED MEMBERS (RAILS, PICKETS, RIM BOARDS, COLUMNS AND DECKS).","Failed to rebuild or replace dilapidated and dangerous porch.  (13-196-570, 13-196-641)","BL00875",10337857,"PASSED","N","COMPLAINT","CONSERVATION","1415 S MILLARD AVE",1415,"S","MILLARD","AVE",NA,41.861886766,-87.716360575,"(41.86188676579646, -87.7163605747434)","S MILLARD AVE","Y",2011
"1910",265176,"2021-07-29",NA,5,24,"2021-07-29",16,1759070,"2006-11-21","2006-11-09","EL0023","OPEN",NA,"INSTALL COVERS",NA,"RECEPTACLES AND SWITCHES THRU-OUT","Install cover on outlet or junction box. (18-27-370.25)","520647",1600862,"FAILED","N","COMPLAINT","ELECTRICAL","1519 S RIDGEWAY AVE",1519,"S","RIDGEWAY","AVE",NA,41.860161404,-87.718753126,"(41.86016140418211, -87.71875312588679)","S RIDGEWAY AVE","Y",2006
"1911",265389,"2023-08-31",NA,6,4,"2023-08-31",13,4014880,"2011-11-02","2011-11-02","CN134036","OPEN",NA,"RAT PROOF OPENINGS","OTHER   :    :","NORTH ELEVATION AROUND ELECTRICAL PIPE OPEN HOLES","Close openings around pipes with rat proof materials. (7-28-660)","BL00444",10361177,"FAILED","N","COMPLAINT","CONSERVATION","3650 W DOUGLAS BLVD",3650,"W","DOUGLAS","BLVD",NA,41.862938099,-87.717333875,"(41.86293809859003, -87.7173338745597)","W DOUGLAS BLVD","Y",2011
"1912",266083,"2023-10-02",NA,8,3,"2023-10-02",18,1590993,"2017-04-07","2006-07-31","CN070014","COMPLIED","2017-04-06","REPAIR EXTERIOR STAIR",NA,"REAR STAIRS LEADING TO BASEMENT - MISSING HAND RAIL.","Failed to maintain exterior stairways in safe condition and in sound repair.  (13-196-570, 13-196-641)","BL00951",1537796,"FAILED","N","COMPLAINT","CONSERVATION","1457 S KOSTNER AVE",1457,"S","KOSTNER","AVE",NA,41.860707255,-87.734649011,"(41.86070725513062, -87.73464901130929)","S KOSTNER AVE","Y",2006
"1913",266993,"2021-02-22",NA,6,0,"2021-02-22",12,3350756,"2012-01-09","2009-12-17","CN015062","COMPLIED","2011-10-14","OBSTRUCTIONS IN EXIT WAY","FRONT EXIT DOORS OBSTRUCTED BY GLASS DOUBLE SWING DOORS ATTACHED TO INNER FRAME",NA,"Failed to remove obstruction from exitway that hampers travel and evacuation.  (13-160-070, 13-196-080)","BL00729",10268276,"PASSED","N","PERIODIC","SPECIAL INSPECTION PROGRAM","1936 S MICHIGAN AVE",1936,"S","MICHIGAN","AVE",NA,41.855546072,-87.624023575,"(41.85554607222162, -87.62402357500595)","S MICHIGAN AVE","Y",2009
"1914",269307,"2023-10-05",NA,4,4,"2023-10-05",24,4427064,"2013-04-02","2013-04-02","EL0029","OPEN",NA,"EXPOSED WIRING",NA,"EXPOSED ELECTRICAL WIRES,IN THE 2ND FLOOR-HALLWAY-1541-1543 3RD FLOOR HALLWAY 1541-1543 AND ALL RELATED AREAS","Remove exposed wiring. (18-27-300.4)","252716",10928850,"FAILED","N","COMPLAINT","SIGNS","1541 W 21ST ST",1541,"W","21ST","ST",NA,41.854079166,-87.665254765,"(41.85407916602592, -87.66525476475017)","W 21ST ST","Y",2013
"1915",271134,"2021-02-19",NA,4,3,"2021-02-19",12,2982002,"2016-03-23","2009-02-05","CN062024","COMPLIED","2011-03-16","PARAPET",NA,"SEVER STEP FRACTURE AT PARAPET WALL ABOVE ATTIC WINDOW.","Failed to maintain parapet wall in good repair and free from cracks and defects.  (13-196-530 and 13-196-641)","BL01002",2668242,"CLOSED","N","COMPLAINT","CONSERVATION","2311 W 19TH ST",2311,"W","19TH","ST",NA,41.855619355,-87.683806541,"(41.85561935495954, -87.68380654147079)","W 19TH ST","Y",2009
"1916",271946,"2023-04-05",NA,5,0,"2023-04-05",21,3475002,"2011-03-02","2010-04-23","CN070014","COMPLIED","2011-03-02","REPAIR EXTERIOR STAIR","EXTERIOR:E   :   BL00942","EAST ELEVATION STAIRS FROM BASEMENT TO 1ST ARE LOOSE AND SWAY WITH USE THEY ARE FREE STANDING, NOT ATTACHED TO BUILDING. STAIRS FROM GRADE TO BASEMENT AT FRONT AND REAR ARE MISSING HANDRAILS.  OBTAIN PERMIT.","Failed to maintain exterior stairways in safe condition and in sound repair.  (13-196-570, 13-196-641)","BL00942",9925250,"FAILED","N","COMPLAINT","CONSERVATION","2653 W 21ST ST",2653,"W","21ST","ST",NA,41.853681573,-87.692701082,"(41.853681573218445, -87.69270108183579)","W 21ST ST","Y",2010
"1917",272153,"2022-05-26",NA,5,11,"2022-05-26",9,1783481,"2019-04-26","2006-11-03","CN104015","COMPLIED","2019-04-25","REPLCE WINDOW PANES, PLEXGLAS","1041","SR06-02049417      FRONT ELEVATION ATTIC NO PANE","Replace broken, missing or defective window panes. (13-196-550 A)","BL00812",1612200,"FAILED","N","COMPLAINT","CONSERVATION","2114 S ALBANY AVE",2114,"S","ALBANY","AVE",NA,41.853137651,-87.703006475,"(41.853137651206424, -87.70300647454454)","S ALBANY AVE","Y",2006
"1918",272200,"2023-07-31",NA,4,0,"2023-07-31",14,1754524,"2009-02-24","2006-10-20","CN070024","COMPLIED","2008-10-24","REPAIR PORCH SYSTEM",NA,"REAR ENCLOSED PORCH FOOTING STATUS UNKNOWN PORCH HAS SCAB LUMBER DO LOOKOUTS STAIR STRINGERS 2ND TO 3RD ARE OF POOR DESIGN NO SUPPORT AT BOTTOM OF STRINGER MISSING BOLTS ON BEAM TO COLUMN OF STRINGERS MISSING BOLTS ON BEAM TO COLUMN STAIRS ARE SEVERELY OUT OF LEVEL GUARD RAIL AT 3RD IS ONLY 36"" INCHES SUBMIT PLANS AND OBTAIN PLANS AND OBTAIN PERMIT FOR REPLACE OF REAR PORCH","Failed to repair or replace defective or missing members of porch system.  (13-196-570, 13-196-641)","BL00354",2248601,"PASSED","N","PERIODIC","CONSERVATION","3150 W CERMAK RD",3150,"W","CERMAK","RD",NA,41.85188092,-87.704830657,"(41.851880920451244, -87.7048306572902)","W CERMAK RD","Y",2006
"1919",272244,"2022-09-21",NA,4,8,"2022-09-21",25,2203349,"2007-09-19","2007-09-07","CN062014","OPEN",NA,"PARAPET & COPING",NA,"FRONT SOME ERODED MORTAR AND LOOSE BRICK OBTAIN PERMIT FOR REPAIRS","Failed to maintain the parapet wall and coping in good repair and free from cracks and defects.  (13-196-530, 13-196-530(e) and 13-196-641)","BL01002",1982547,"FAILED","N","COMPLAINT","CONSERVATION","3042 W CULLERTON ST",3042,"W","CULLERTON","ST",NA,41.854671834,-87.70201852,"(41.854671834333395, -87.70201852024769)","W CULLERTON ST","Y",2007
"1920",272441,"2022-03-23",NA,4,1,"2022-03-23",20,4655096,"2015-07-06","2014-02-07","CN070014","COMPLIED","2015-07-02","REPAIR EXTERIOR STAIR","OTHER   :    :1041","NORTH EXTERIOR STAIR TREAD AND RISER;  BROKEN CONCRETE.","Failed to maintain exterior stairways in safe condition and in sound repair.  (13-196-570, 13-196-641)","BL00018",11148481,"CLOSED","N","COMPLAINT","CONSERVATION","2867 W 21ST ST",2867,"W","21ST","ST",NA,41.853607264,-87.698187673,"(41.853607264145694, -87.69818767330125)","W 21ST ST","Y",2014
"1921",272791,"2022-04-21",NA,5,0,"2022-04-21",23,2359769,"2008-06-18","2007-12-05","CN070014","OPEN",NA,"REPAIR EXTERIOR STAIR",NA,"FRONT FROM (G) TO (1)-LOOSE HAND RAILS. REAR FROM (G) TO (1)- SOUTH STRINGER IS FRACTURED. LOOSE TREADS AND RISER. OBTAIN PERMIT FOR REPAIRS.","Failed to maintain exterior stairways in safe condition and in sound repair.  (13-196-570, 13-196-641)","BL01000",2081141,"CLOSED","N","COMPLAINT","CONSERVATION","1649 S HOMAN AVE",1649,"S","HOMAN","AVE",NA,41.857659255,-87.710148555,"(41.857659254620884, -87.71014855537446)","S HOMAN AVE","Y",2007
"1922",272961,"2022-05-04",NA,6,8,"2022-05-04",30,1621549,"2007-06-29","2006-08-18","CN106015","COMPLIED","2007-06-21","REPAIR INTERIOR STAIR SYSTEM",NA,"FRONT AND REAR STAIRS - 8"" SPACING BETWEEN PICKETS, MISSING PICKETS AT 3RD REAR.","Failed to maintain interior stairway system in safe condition and sound repair. (13-196-570)","BL00951",1546887,"PASSED","N","COMPLAINT","CONSERVATION","1846 S SAWYER AVE",1846,"S","SAWYER","AVE",NA,41.855904258,-87.706737672,"(41.85590425753243, -87.70673767233015)","S SAWYER AVE","Y",2006
"1923",273063,"2022-08-23",NA,5,7,"2022-08-23",14,3873910,"2012-10-18","2011-05-31","CN070024","COMPLIED","2012-10-17","REPAIR PORCH SYSTEM","OTHER   :    :BL00941","REAR PORCH EXTERIOR OPEN PORTION; FOUNDATION IS UNKOWN COLUMNS RESTING ON CONCRETE. 4X4 COLUMN EXTENDE 14'. LANDING AT 1ST IS OUT OF LEVEL. RAILS ARE LOOSE. CONNECTIONS ARE NAILED AT RIM BOARDS, JOIST RAILS AND STRINGERS. TREADS, RISERS ANS STRINGER ARE SPLIT.  SUBMIT PLANS AND OBTAIN PERMIT.","Failed to repair or replace defective or missing members of porch system.  (13-196-570, 13-196-641)","BL00942",10283357,"FAILED","N","COMPLAINT","CONSERVATION","1941 S ST LOUIS AVE",1941,"S","ST LOUIS","AVE",NA,41.854078806,-87.712258625,"(41.85407880570153, -87.71225862488998)","S ST LOUIS AVE","Y",2011
"1924",273076,"2023-07-19",NA,7,7,"2023-07-19",43,1913338,"2007-03-09","2007-01-23","CN015062","OPEN",NA,"OBSTRUCTIONS IN EXIT WAY",NA,"SR07-00095864 FRONT GATE CHAIN AND PADLOCK","Failed to remove obstruction from exitway that hampers travel and evacuation.  (13-160-070, 13-196-080)","BL00812",1854486,"FAILED","N","COMPLAINT","CONSERVATION","1600 S ST LOUIS AVE",1600,"S","ST LOUIS","AVE",NA,41.858906154,-87.712914181,"(41.85890615402922, -87.71291418101507)","S ST LOUIS AVE","Y",2007
"1925",273133,"2022-05-11",NA,7,9,"2022-05-11",33,3554036,"2011-03-29","2010-07-16","CN070024","COMPLIED","2011-03-29","REPAIR PORCH SYSTEM","EXTERIOR:W   :","FRONT PORCH BRICK AND CEMENT PORCH WITH WOOD ROOF. PORTION 2' X 3', OF ROOF COLLAPSED. OBTAIN PERMIT FOR REPAIRS NO PLANS NEEDED.","Failed to repair or replace defective or missing members of porch system.  (13-196-570, 13-196-641)","BL00875",9967835,"PASSED","N","COMPLAINT","CONSERVATION","1951 S TRUMBULL AVE",1951,"S","TRUMBULL","AVE",NA,41.854245755,-87.711075262,"(41.854245755355514, -87.71107526156266)","S TRUMBULL AVE","Y",2010
"1926",273139,"2022-11-29",NA,4,1,"2022-11-29",9,3606665,"2010-09-13","2010-09-13","CN070024","OPEN",NA,"REPAIR PORCH SYSTEM","EXTERIOR:E   :","FRONT STONE AND WOOD PORCH IS SINKING STATUS OF FOUNDATION IS UNKOWN. STONE KNEE WALLS ARE OUT OF PLUMB BY SEVERAL INCHES. ROUND COLUMNS THAT REST ON KNEE WALL AND SUPPORT PORCH ROOF ARE ALSO SEVERELY OUT OF PLUMB. WOOD DECK BOARDS ARE ROTTED AND WOOD STAIRS HAVE ALSO SUNK AND ARE SLANTED. HORIZONTAL RAILS ARE LOOSE. SUBMIT PLANS AND OBTAIN PERMIT.","Failed to repair or replace defective or missing members of porch system.  (13-196-570, 13-196-641)","BL00942",9995552,"FAILED","N","COMPLAINT","CONSERVATION","2101 S TRUMBULL AVE",2101,"S","TRUMBULL","AVE",NA,41.853476153,-87.711052928,"(41.8534761531437, -87.71105292839874)","S TRUMBULL AVE","Y",2010
"1927",273199,"2022-04-13",NA,7,5,"2022-04-13",22,2850649,"2009-03-12","2008-09-04","CN062024","COMPLIED","2009-02-19","PARAPET",NA,"NORTH PARAPET WALL FRACTLURES, SHIFTING BRICKS SOUTH WASHED OUT MORTAR","Failed to maintain parapet wall in good repair and free from cracks and defects.  (13-196-530 and 13-196-641)","BL01002",2404963,"PASSED","N","COMPLAINT","CONSERVATION","3349 W 21ST ST",3349,"W","21ST","ST",NA,41.853444186,-87.709657575,"(41.8534441861017, -87.7096575749095)","W 21ST ST","Y",2008
"1928",273893,"2021-11-09",NA,4,15,"2021-11-09",11,1724897,"2006-10-26","2006-09-15","CN015062","OPEN",NA,"OBSTRUCTIONS IN EXIT WAY",NA,"REAR GATE: CHAINED AND PADLOCKED","Failed to remove obstruction from exitway that hampers travel and evacuation.  (13-160-070, 13-196-080)","BL00812",1586059,"FAILED","N","COMPLAINT","CONSERVATION","1657 S LAWNDALE AVE",1657,"S","LAWNDALE","AVE",NA,41.85727109,-87.71748358,"(41.85727108968945, -87.71748358009836)","S LAWNDALE AVE","Y",2006
"1929",274176,"2022-01-27",NA,4,1,"2022-01-27",11,2300076,"2007-11-28","2007-11-15","CN132016","OPEN",NA,"HEAT UNIT ADEQUATELY",NA,"APT 1 614 HEAT NOT PROVIDED","Heat dwelling unit adequately from September 15th to June 1st. (13-196-410)","BL00662",2026508,"FAILED","N","COMPLAINT","CONSERVATION","1921 S SPRINGFIELD AVE",1921,"S","SPRINGFIELD","AVE",NA,41.854397354,-87.722180489,"(41.854397353534445, -87.72218048947693)","S SPRINGFIELD AVE","Y",2007
"1930",274188,"2021-09-20",NA,4,11,"2021-09-20",17,2537026,"2008-07-17","2008-05-19","CN197019","COMPLIED","2008-06-11","INSTALL SMOKE DETECTORS",NA,"CENTER AND REAR STAIR WAYS MISSING SMOKE DETECTORS","Install and maintain approved smoke detectors. (13-196-100 thru 13-196-160) Install a smoke detector in every dwelling unit. Install one on any living level with a habitable room or unenclosed heating plant, on the uppermost ceiling of enclosed porch stairwell, and within 15 feet of every sleeping room. Be sure the detector is at least 4 inches from the wall, 4 to 12 inches from the ceiling, and not above door or window.","BL00275",2289252,"PASSED","N","COMPLAINT","CONSERVATION","1640 S SPRINGFIELD AVE",1640,"S","SPRINGFIELD","AVE",NA,41.857672401,-87.722573437,"(41.85767240119473, -87.72257343652069)","S SPRINGFIELD AVE","Y",2008
"1931",274773,"2021-05-28",NA,5,0,"2021-05-28",13,1782240,"2007-06-07","2006-11-24","CN104015","COMPLIED","2007-05-23","REPLCE WINDOW PANES, PLEXGLAS",NA,"REAR ELEVATION -2ND FLOOR  BROKEN GLASS.","Replace broken, missing or defective window panes. (13-196-550 A)","BL01000",1611596,"CLOSED","N","COMPLAINT","CONSERVATION","4242 W CULLERTON ST",4242,"W","CULLERTON","ST",NA,41.854427095,-87.731427157,"(41.854427095412696, -87.73142715696679)","W CULLERTON ST","Y",2006
"1932",274922,"2022-11-01",NA,5,9,"2022-11-01",21,1997863,"2007-05-07","2007-03-27","CN197087","OPEN",NA,"CARB MONOX DETECT IN RESID",NA,"NO CARBON MONOXIDE DETECTOR 1ST 2ND AND 3RD FLOORS","Install carbon monoxide detector within 40 feet of every sleeping room in residential structure. (13-64-190, 13-64-210) A carbon monoxide detector is needed whenever there is a heating appliance on the premises that burns fossil fuel such as gas, oil, or coal, or air that is circulated through a heat exchanger. Install according to manufacturer instructions. A hard wired model requires an electrical wiring permit. In a single family residence, be sure the detector is on or below the lowest floor with a place to sleep. In a multiple dwelling residence heated by a boiler, install a detector in the same room as the boiler. Otherwise, each apartment follows single family guidelines. The owner is responsible for installation and written instructions, the tenant for testing, maintenance, and batteries.","BL00610",1890016,"FAILED","N","COMPLAINT","SPECIAL TASK FORCE","1635 S KOMENSKY AVE",1635,"S","KOMENSKY","AVE",NA,41.857798539,-87.726001269,"(41.857798538828156, -87.7260012690936)","S KOMENSKY AVE","Y",2007
"1933",275037,"2023-12-06",NA,4,4,"2023-12-06",11,3668683,"2011-08-02","2010-11-20","CN070024","COMPLIED","2011-08-02","REPAIR PORCH SYSTEM",NA,"REAR PORCH, GUARDRAILS END POST TO WALL, FASTENED WITH NAILS ONLY.","Failed to repair or replace defective or missing members of porch system.  (13-196-570, 13-196-641)","BL00831",10029981,"FAILED","N","COMPLAINT","CONSERVATION","4340 W 18TH ST",4340,"W","18TH","ST",NA,41.857021407,-87.733920446,"(41.8570214067726, -87.73392044562495)","W 18TH ST","Y",2010
"1934",276847,"2021-09-14",NA,5,1,"2021-09-14",20,2866102,"2008-12-17","2008-12-17","CN046013","OPEN",NA,"UNAPPROVED HEATING DEVICE","207","USING OVEN TO HEAT APT","Stop using cooking or water heating device as heating device. (13-196-400)","BL00309",2411282,"FAILED","N","COMPLAINT","CONSERVATION","2354 S DAMEN AVE",2354,"S","DAMEN","AVE",NA,41.848716495,-87.675899566,"(41.8487164954807, -87.67589956557732)","S DAMEN AVE","Y",2008
"1935",278046,"2022-05-07",NA,4,3,"2022-05-07",17,3656192,"2011-05-05","2010-11-03","CN070014","COMPLIED","2011-05-05","REPAIR EXTERIOR STAIR","EXTERIOR:S   :BL00444","SOUTH ELEVATION FRONT STAIRS HAS 2X6 JOIST FACE NAILED TO RIM JOIST AND ARE 3FT ON CENTER,4X4'S HOLDING UP CANOPY ARE ROTTED AT BOTTOM,TREADS ARE BUCKLED,4X4 COLUMNS ARE SITTING ON CONCRETE SLAB AND FOUNDATIONS UNKNOWN,GUARDRAILS ARE UNDER 42"" HIGH AND ENTIRE RAILING SYSTEM AND STAIR SYSTEM SWAYS SIDE BY SIDE SUBMIT PLANS AND OBTAIN PERMIT BEFORE REPAIRING OR REPLACING STAIRS.","Failed to maintain exterior stairways in safe condition and in sound repair.  (13-196-570, 13-196-641)","BL00722",10022496,"FAILED","N","COMPLAINT","CONSERVATION","2756 W 24TH ST",2756,"W","24TH","ST",NA,41.848376305,-87.695148381,"(41.84837630464403, -87.69514838085091)","W 24TH ST","Y",2010
